Região;UF;Município;IBGE;N_Fam_Cad_Geral;N_Fam_Cad_Urbano;N_Fam_Cad_Rural;N_Fam_Cad_Geral_Ext_Pob;N_Fam_Cad_Urbano_Ext_Pob;N_Fam_Cad_Rural_Ext_Pob;N_Pes_Cad;N_Fam_PBF;N_Pes_PBF;N_Crianca_<5_PBF_2018_DAI;%_DAI_Crianca_<5_PBF_2018;N_Crianca_<5_PBF_2019_DAI;%_DAI_Crianca_<5_PBF_2019;N_Crianca_<2_PBF_2018_DAI;%_DAI_Crianca_<2_PBF_2018;N_Estab_AF_2017;N_DAP;N_DAP_CAD;N_Fam_Fomento;N_Cisterna_1;N_Cisterna_2;N_Cisterna_Escola;N_AF_PAA
Norte;AM;Rio Preto da Eva;130356;5434;2603;2831;2685;1270;1415;16806;3136;11767;136;13.59;123;12.92;40;16.19;719;654;351;0;0;0;0;280
Norte;AM;Santa Isabel do Rio Negro;130360;3050;1968;1082;2366;1440;926;9923;2262;8369;306;33.66;323;34.11;68;36.76;1085;79;70;1;0;0;0;3
Norte;AM;Santo Antônio do Içá;130370;5859;3621;2238;4046;2423;1623;23065;4094;18910;672;24.92;639;44525;216;44313;628;806;715;145;0;0;0;0
Norte;AM;São Gabriel da Cachoeira;130380;7433;3548;3885;5901;2707;3194;30599;6000;26587;624;26.84;610;30.15;121;44462;3736;566;387;0;0;0;0;5
Norte;AM;São Paulo de Olivença;130390;6188;2994;3194;4345;1863;2482;25199;4298;20067;789;26.96;853;44374;167;44345;1009;168;142;147;0;0;0;59
Norte;AM;São Sebastião do Uatumã;130395;2466;1929;537;1674;1259;415;7668;1504;5550;131;44213;122;15.29;47;19.74;316;51;45;0;0;0;0;3
Norte;AM;Silves;130400;2868;1396;1472;2213;1032;1181;8633;1923;7029;188;17.49;167;15.55;68;44367;443;251;215;0;0;0;0;2
Norte;AM;Tabatinga;130406;11155;8178;2977;6154;4055;2099;37897;6933;28999;1380;33.75;1268;36.33;257;31.65;1614;91;57;185;0;0;0;38
Norte;AM;Tapauá;130410;4556;3065;1491;1812;1192;620;15541;2666;10625;367;44530;303;30;102;36.95;1027;181;147;0;0;0;0;128
Norte;AM;Tefé;130420;14357;11315;3042;9269;7059;2210;48602;8256;35557;1136;44401;1274;25.47;353;28.47;1541;322;237;0;0;0;0;160
Norte;AM;Tonantins;130423;4570;3348;1222;3525;2553;972;13869;3135;11444;355;24.58;488;32.75;85;26;350;127;123;369;0;0;0;60
Norte;AM;Uarini;130426;2789;1957;832;2405;1684;721;11071;2289;10108;199;18.39;262;23.93;60;44397;786;137;108;0;0;0;0;5
Norte;AM;Urucará;130430;4431;3361;1070;3319;2484;835;12170;2830;9273;160;13.84;337;31.2;37;13.31;500;265;200;0;0;0;0;55
Norte;AM;Urucurituba;130440;5184;2758;2426;4075;2133;1942;15724;3458;12802;529;31.6;607;35.11;169;35.88;337;203;171;0;0;0;0;0
Norte;AP;Amapá;160010;2464;2138;326;2226;1920;306;6482;2071;5885;120;30.53;124;44309;28;32.56;169;60;39;0;0;0;0;89
Norte;AP;Calçoene;160020;2147;1738;409;1449;1181;268;6624;1313;4921;143;44251;122;20.54;54;31.96;158;116;64;0;0;0;0;122
Norte;AP;Cutias;160021;1265;712;553;930;506;424;4575;782;3429;103;36.65;99;30.46;29;49.15;138;110;63;0;0;0;0;105
Norte;AP;Ferreira Gomes;160023;1367;1004;363;818;590;228;4585;736;3009;156;33.05;78;18.75;28;28;138;98;56;0;0;0;0;80
Norte;AP;Itaubal;160025;1855;823;1032;1689;756;933;5545;1565;5072;108;32.93;98;22.32;22;34.38;189;213;148;0;0;0;0;156
Norte;AP;Laranjal do Jari;160027;8925;8385;540;6306;5891;415;24700;5916;18894;565;24.58;375;16.84;174;28.29;399;405;279;0;200;0;0;468
Norte;AP;Macapá;160030;78580;73930;4650;33495;30445;3050;215865;33477;120763;1691;44550;2061;20.58;452;44339;1553;1282;773;0;0;0;0;771
Norte;AP;Mazagão;160040;5966;2501;3465;5119;2066;3053;19666;4130;16220;196;27.68;450;22.55;53;30.28;1023;3341;2463;0;289;0;0;1342
Norte;AP;Oiapoque;160050;4974;3654;1320;1357;855;502;14493;2017;8591;103;13.96;92;15.41;20;13.42;907;64;40;0;0;0;0;76
Norte;AP;Pedra Branca do Amapari;160015;2900;2023;877;2366;1688;678;8156;1832;6340;123;19.94;108;17.88;33;44312;528;155;113;0;0;0;0;160
Norte;AP;Porto Grande;160053;3997;2755;1242;2893;1994;899;11899;2458;8698;114;44241;125;20.73;35;19.77;642;618;295;0;0;0;0;562
Norte;AP;Pracuúba;160055;961;601;360;853;542;311;2729;633;2192;36;44464;45;25.71;3;20;104;130;59;0;0;0;0;60
Norte;AP;Santana;160060;26691;25050;1641;16891;15671;1220;66956;13681;45566;1242;30.49;1221;33.61;415;39.83;545;650;386;0;0;0;0;709
Norte;AP;Serra do Navio;160005;1238;342;896;924;224;700;3299;793;2523;28;15.47;77;32.91;4;44264;61;61;36;0;0;0;0;92
Norte;AP;Tartarugalzinho;160070;2652;1491;1161;1863;1054;809;9956;1922;8279;382;31.29;304;26.55;96;30;211;247;168;0;0;0;0;202
Norte;AP;Vitória do Jari;160080;3397;2630;767;2829;2153;676;10542;2305;8712;164;44245;180;22.19;36;17.15;219;529;382;0;74;0;0;287
Nordeste;BA;Abaíra;290010;3221;1414;1807;1746;742;1004;6683;1530;3659;29;44388;17;8.54;12;20.34;820;1094;1062;10;213;117;0;41
Nordeste;BA;Abaré;290020;5442;2855;2587;4176;2217;1959;14202;3884;11725;110;44387;155;44270;49;15.66;1700;1581;1279;125;200;251;1;229
Nordeste;BA;Acajutiba;290030;4787;3293;1494;3247;2178;1069;10626;2805;7736;94;12.89;95;15.47;34;14.72;1203;530;363;24;0;0;0;0
Nordeste;BA;Adustina;290035;5314;2382;2932;3507;1462;2045;11249;3216;8099;62;44418;44;7.91;27;16.47;2744;1859;1494;62;1018;78;1;11
Nordeste;BA;Água Fria;290040;4390;1577;2813;2877;929;1948;10333;2800;7880;75;10.19;60;44236;36;15.86;1705;2297;1829;1;1594;296;11;1
Nordeste;BA;Aiquara;290060;1380;912;468;634;382;252;3155;702;1910;26;13.61;18;9.78;14;21.88;202;153;94;0;0;0;0;57
Nordeste;BA;Alagoinhas;290070;38209;31395;6814;25707;20688;5019;81929;20088;50170;622;44396;510;44240;257;31.69;2113;853;600;0;6;0;0;10
Nordeste;BA;Alcobaça;290080;5338;2494;2844;3189;1239;1950;15380;3042;10259;59;8.85;76;10.66;19;10.61;1072;1389;794;1;0;0;0;216
Nordeste;BA;Almadina;290090;2208;2010;198;1413;1255;158;4191;1211;2899;51;44517;33;12.36;22;27.16;107;110;66;0;0;0;0;29
Nordeste;BA;Amargosa;290100;9958;7097;2861;4239;2741;1498;25480;4961;15206;100;8.26;137;44388;42;11.57;2232;848;672;0;98;191;5;112
Nordeste;BA;Amélia Rodrigues;290110;5289;3041;2248;3283;1760;1523;13674;3337;9332;92;14.49;242;44408;38;44462;232;89;57;0;243;97;4;17
Nordeste;BA;América Dourada;290115;4120;3304;816;2640;2086;554;11789;2688;8488;106;13.32;97;44452;38;17.92;989;2262;1770;555;643;100;19;118
Nordeste;BA;Anagé;290120;6699;1828;4871;4847;1321;3526;16177;4517;12163;160;15.73;153;17.31;60;21.27;2065;2581;2202;0;1910;227;42;3
Nordeste;BA;Andaraí;290130;4872;2631;2241;2916;1562;1354;11608;2802;7952;263;41.35;77;13.63;119;66.86;696;770;678;15;884;382;8;56
Nordeste;BA;Andorinha;290135;4371;1474;2897;2882;905;1977;10116;2634;6588;63;14.38;71;15.54;22;44364;1799;1734;1446;94;1455;286;0;15
Nordeste;BA;Angical;290140;4567;1966;2601;3017;1243;1774;11708;2613;8193;103;44209;76;11.73;39;16.46;991;736;560;0;253;0;0;39
Nordeste;BA;Anguera;290150;2603;1376;1227;1724;865;859;6446;1587;4574;86;44272;68;15.63;40;44313;641;245;194;0;670;282;4;1
Nordeste;BA;Antas;290160;3603;2386;1217;2610;1700;910;7850;2571;6086;42;9.35;47;11.35;20;16.13;1245;728;557;269;146;153;0;1
Nordeste;BA;Antônio Cardoso;290170;3447;1156;2291;2716;860;1856;8567;2384;6943;77;11.68;57;9;23;13.15;1336;634;486;4;425;158;2;14
Nordeste;BA;Antônio Gonçalves;290180;3044;1643;1401;2082;1078;1004;8185;1883;5764;78;14.66;100;16.98;30;16.58;670;600;508;14;435;349;0;0
Nordeste;BA;Aporá;290190;4402;1800;2602;3262;1258;2004;11890;3245;9666;65;9.85;37;7.28;23;16.31;2090;723;457;0;0;0;0;145
Nordeste;BA;Apuarema;290195;2396;1741;655;1654;1138;516;5779;1357;3983;31;11.61;30;44539;12;13.95;331;233;158;0;0;0;0;6
Nordeste;BA;Araçás;290205;3576;1751;1825;2539;1195;1344;8936;2184;5972;74;11.62;101;17.97;30;16.48;685;158;116;0;0;0;0;1
Nordeste;BA;Aracatu;290200;4262;1144;3118;2595;589;2006;11562;2366;7438;34;5.23;38;6;10;4.48;2159;2102;1837;0;616;298;4;63
Nordeste;BA;Araci;290210;13194;5581;7613;9187;3603;5584;35806;9109;27406;372;44394;295;14.45;163;24.89;3635;4536;3583;1279;2970;452;10;55
Nordeste;BA;Aramari;290220;3007;1575;1432;2169;1057;1112;7156;1868;5091;76;16.93;64;14.45;26;22.41;688;144;116;0;0;0;0;0
Nordeste;BA;Arataca;290225;3289;2277;1012;2152;1437;715;6899;1901;5001;105;19.27;79;15.55;41;44436;597;186;129;0;0;0;0;144
Nordeste;BA;Aratuípe;290230;2582;1700;882;2133;1336;797;6618;1851;5342;36;8.93;38;11.18;13;13.41;721;489;362;0;0;0;0;26
Nordeste;BA;Aurelino Leal;290240;3807;3432;375;2554;2275;279;9392;2379;6994;127;19.94;100;16.92;51;27.57;245;198;136;0;0;0;0;308
Nordeste;BA;Baianópolis;290250;4005;1007;2998;2749;619;2130;11500;2619;8737;96;44298;117;18.87;35;15.48;1578;1276;980;67;123;0;0;22
Nordeste;BA;Baixa Grande;290260;5558;2458;3100;3923;1736;2187;13305;3525;9568;55;7.68;56;7.39;26;13.97;1951;1701;1350;4;1280;592;8;269
Nordeste;BA;Banzaê;290265;3645;989;2656;2065;448;1617;10340;2094;6721;114;16.29;100;17.39;49;24.75;1590;1286;1077;734;542;134;0;134
Nordeste;BA;Barra;290270;10816;4578;6238;8169;3127;5042;36651;8411;30387;416;44451;388;13.74;158;16.78;2612;4356;3438;646;535;183;0;288
Nordeste;BA;Barra da Estiva;290280;6286;2765;3521;3916;1454;2462;18399;3800;12112;122;10.39;132;10.43;53;14.73;2566;1681;1353;0;1158;215;0;41
Nordeste;BA;Barra do Choça;290290;10198;6031;4167;5652;3106;2546;28948;5687;18224;264;15.41;162;44539;81;15.88;1217;630;473;22;1500;111;0;141
Nordeste;BA;Barra do Mendes;290300;4242;1626;2616;2241;831;1410;11471;2296;7093;61;44544;52;11.66;26;20.15;1431;1451;1273;145;1922;182;13;29
Nordeste;BA;Barra do Rocha;290310;1707;1333;374;1149;865;284;3965;956;2673;28;44451;35;13.31;14;20.58;296;96;60;0;0;0;0;90
Nordeste;BA;Barreiras;290320;25055;21409;3646;9678;7792;1886;64060;12026;36957;480;14.33;354;11.48;143;17.85;1204;825;564;57;0;0;0;0
Nordeste;BA;Barro Alto;290323;3811;1690;2121;2574;1081;1493;10280;2600;7687;64;9.94;66;8.84;41;44216;1455;1434;1163;124;1486;110;0;121
Nordeste;BA;Barro Preto;290330;2331;1976;355;1636;1338;298;4717;1329;3376;31;14.49;24;11.32;12;21.42;257;86;51;0;0;0;0;75
Nordeste;BA;Barrocas;290327;4216;1357;2859;2583;770;1813;11943;2303;7140;85;10.88;67;8.84;33;14.87;1091;1197;991;35;648;128;8;10
Nordeste;BA;Belmonte;290340;5929;5126;803;3288;2793;495;14301;3233;9528;158;44455;174;44272;58;44250;1113;363;224;0;0;0;0;23
Nordeste;BA;Belo Campo;290350;4881;2595;2286;2895;1325;1570;13326;2565;8101;60;8.61;54;44356;32;44244;1153;929;728;43;217;223;14;28
Nordeste;BA;Biritinga;290360;5122;1055;4067;3856;718;3138;13112;3585;10523;86;9.27;81;11.51;32;13.33;2018;1897;1539;0;1152;127;19;422
Nordeste;BA;Boa Nova;290370;5361;2330;3031;2759;1114;1645;12702;2760;8106;127;44243;126;18.13;84;34.29;1906;962;804;19;565;94;2;94
Nordeste;BA;Boa Vista do Tupim;290380;5749;2678;3071;4071;1792;2279;14983;3739;11530;79;7.78;96;44237;36;12.81;1901;1553;1289;0;1932;339;21;17
Nordeste;BA;Bom Jesus da Lapa;290390;14959;9987;4972;7998;4779;3219;41825;8641;27626;398;14.47;374;13.84;141;23.15;3045;3381;2745;278;826;188;0;319
Nordeste;BA;Bom Jesus da Serra;290395;3033;953;2080;1869;569;1300;8418;1719;5490;53;13.87;47;12.18;20;15.38;1433;1463;1283;1;1041;225;5;0
Nordeste;BA;Boninal;290400;3861;1172;2689;2441;686;1755;10205;2200;6577;67;10.18;52;44356;30;44391;882;1703;1536;3;315;609;0;213
Nordeste;BA;Bonito;290405;4793;2359;2434;2761;1198;1563;13558;2846;9190;84;10.63;86;11.81;29;44391;1212;871;779;127;240;230;14;1
Nordeste;BA;Boquira;290410;5829;1727;4102;3392;940;2452;15445;3287;10110;102;11.58;97;9.75;45;17.64;2603;2047;1844;0;419;155;0;0
Nordeste;BA;Botuporã;290420;3194;1312;1882;2118;800;1318;8476;1885;5712;35;7.19;46;10.13;16;11.76;1634;1516;1306;0;904;137;0;12
Nordeste;BA;Brejões;290430;3351;1270;2081;1924;674;1250;8813;2012;5932;47;44357;48;11.79;21;16.54;930;1124;892;0;934;310;3;51
Nordeste;BA;Brejolândia;290440;2941;707;2234;1503;327;1176;7069;1478;4234;42;11.63;31;9.48;14;44421;1047;830;676;36;457;64;0;33
Nordeste;BA;Brotas de Macaúbas;290450;3668;1124;2544;2199;623;1576;8938;1998;5803;32;5.98;55;10.46;13;7.47;1579;1224;1085;73;962;339;0;5
Nordeste;BA;Brumado;290460;12262;7757;4505;4392;2352;2040;33999;6002;18370;92;6.86;97;7.27;34;44357;3315;3285;2440;37;2872;210;0;205
Nordeste;BA;Buerarema;290470;4729;4010;719;1997;1622;375;11178;2247;6501;51;8.92;75;14.31;20;12.43;416;341;216;0;0;0;0;181
Nordeste;BA;Buritirama;290475;6673;3028;3645;4713;2052;2661;19066;4060;13236;185;13.86;237;18.72;81;19.95;2073;1108;1026;1;2338;226;0;0
Nordeste;BA;Caatiba;290480;1840;1377;463;1083;790;293;4541;1059;2873;23;12.64;13;6.19;8;44454;497;473;309;30;0;85;0;183
Nordeste;BA;Cabaceiras do Paraguaçu;290485;4723;1201;3522;3557;855;2702;13361;3145;10183;117;10.89;76;7.25;49;16.78;2484;2178;1814;1;0;72;0;0
Nordeste;BA;Cachoeira;290490;9211;3722;5489;6547;2640;3907;21300;5686;14932;184;14.47;128;13.49;67;19.25;1608;1894;1506;572;0;0;0;10
Nordeste;BA;Caculé;290500;4154;2444;1710;1444;816;628;12125;1864;6039;39;8.32;23;5.62;19;15.58;1708;1344;1023;65;1535;0;0;91
Nordeste;BA;Caém;290510;3639;1873;1766;2695;1337;1358;8773;2216;6347;75;44363;21;7.55;30;21.43;849;535;473;45;1105;300;5;164
Nordeste;BA;Caetanos;290515;3726;846;2880;2924;658;2266;10225;2633;8293;116;18.74;105;17.86;19;18.45;1511;1996;1675;0;1157;12;20;0
Nordeste;BA;Caetité;290520;11837;5773;6064;5610;2448;3162;33071;5725;18034;205;12.64;161;10.91;77;19.25;3609;3291;3020;75;709;297;12;178
Nordeste;BA;Cafarnaum;290530;5101;2889;2212;3647;2000;1647;14353;3312;10471;103;9.92;117;11.98;52;44271;1651;1626;1389;456;1330;115;3;0
Nordeste;BA;Cairu;290540;3423;1313;2110;2865;1072;1793;8796;2514;7159;72;10.64;78;44452;33;17.46;17;233;180;0;0;0;0;1
Nordeste;BA;Caldeirão Grande;290550;4329;1804;2525;3496;1393;2103;11251;3204;9430;118;15.92;93;13.66;51;22.46;1458;1987;1716;1;854;350;9;0
Nordeste;BA;Camacan;290560;6379;5642;737;3225;2771;454;16250;3473;10384;73;8.77;73;9.92;28;44328;610;462;323;0;0;0;0;335
Nordeste;BA;Camaçari;290570;45092;41408;3684;32412;29866;2546;109426;27365;74069;664;12.63;467;9.33;275;19.44;730;981;533;0;0;0;0;664
Nordeste;BA;Camamu;290580;8160;5066;3094;5189;3097;2092;23006;5325;17267;248;16.17;5;12.82;122;24.84;2228;1351;943;0;0;0;0;110
Nordeste;BA;Campo Alegre de Lourdes;290590;7128;1541;5587;4830;913;3917;21603;5000;16747;187;12.36;212;13.18;60;15.79;4693;3573;3035;851;3951;550;31;1
Nordeste;BA;Campo Formoso;290600;19501;6746;12755;13729;4241;9488;53011;13135;39217;627;44426;491;14.87;283;44376;4842;7614;6625;2756;4977;459;0;77
Nordeste;BA;Canápolis;290610;2640;935;1705;1464;463;1001;7984;1495;5031;71;19.56;56;16;16;16.32;1308;852;765;22;152;0;0;0
Nordeste;BA;Canarana;290620;6200;3390;2810;4522;2437;2085;17345;4597;13894;193;44454;126;11.84;69;20.59;1947;2620;2167;415;2193;0;5;58
Nordeste;BA;Canavieiras;290630;9638;7626;2012;5838;4514;1324;22494;5247;14846;152;13.77;134;44451;46;16.26;1169;883;525;0;0;0;0;118
Nordeste;BA;Candeal;290640;2868;1198;1670;1561;599;962;7151;1519;4555;49;12.31;36;8.87;18;44424;662;704;631;92;475;133;3;93
Nordeste;BA;Candeias;290650;13080;9639;3441;7338;5343;1995;31843;8740;24155;566;24.43;367;14.19;171;27.28;349;354;198;0;0;0;0;21
Nordeste;BA;Candiba;290660;3732;2073;1659;2333;1222;1111;9457;2091;6271;54;11.39;33;9.14;25;18.38;1537;1300;1047;0;541;15;0;4
Nordeste;BA;Cândido Sales;290670;6815;4451;2364;4443;2818;1625;18350;4327;13210;70;6.82;65;44234;33;44266;883;702;587;60;470;242;16;5
Nordeste;BA;Cansanção;290680;11164;3381;7783;7780;2270;5510;30275;7099;22025;286;14.44;286;44269;139;44219;2937;3403;3175;761;2290;303;7;184
Nordeste;BA;Canudos;290682;4870;3141;1729;3558;2304;1254;12311;3191;9322;95;44265;75;8.25;36;13.59;1365;1329;1028;309;698;616;0;38
Nordeste;BA;Capela do Alto Alegre;290685;3547;1978;1569;1529;815;714;7900;1632;4534;12;4.14;19;6.99;5;6.75;922;1484;1185;44;634;635;0;240
Nordeste;BA;Capim Grosso;290687;6685;4923;1762;3507;2390;1117;17561;3757;11387;84;8.99;100;44388;39;14.45;839;825;648;9;600;238;6;63
Nordeste;BA;Caraíbas;290689;2945;742;2203;1508;331;1177;7962;1595;5073;44;10.33;44;10.76;21;15.91;1266;705;625;23;1406;120;2;57
Nordeste;BA;Caravelas;290690;5327;4146;1181;3156;2388;768;13754;3214;9470;78;9.85;56;7.67;29;13.42;752;527;338;0;0;0;0;136
Nordeste;BA;Cardeal da Silva;290700;2793;2220;573;2174;1727;447;7182;1816;5406;90;17.18;87;16.89;37;21.39;110;76;54;0;0;0;0;1
Nordeste;BA;Carinhanha;290710;8422;3958;4464;6051;2737;3314;23236;5602;17851;169;44237;150;44449;59;13;2159;2418;2072;256;634;268;0;109
Nordeste;BA;Casa Nova;290720;18802;9569;9233;13807;6680;7127;50659;12489;37405;508;13.22;519;13.71;238;20.41;5729;5127;3917;1745;1633;512;0;369
Nordeste;BA;Castro Alves;290730;7105;4525;2580;4737;2819;1918;16718;4428;12101;108;14.94;116;10.51;49;31.82;1547;861;594;1;30;72;25;66
Nordeste;BA;Catolândia;290740;1062;339;723;710;210;500;2773;594;1873;15;44355;11;6.55;4;7.41;396;308;209;0;9;0;0;0
Nordeste;BA;Catu;290750;11475;9153;2322;7425;5721;1704;27889;6817;17755;147;10.95;124;9.86;69;44336;713;162;98;0;0;0;0;1
Nordeste;BA;Caturama;290755;2042;577;1465;1151;257;894;5684;1192;3735;13;44232;12;5.15;6;10;1547;1423;1189;0;114;108;0;137
Nordeste;BA;Central;290760;3832;1922;1910;2184;1012;1172;10940;2115;6862;63;10.62;130;23.42;14;8.48;1539;1797;1379;241;844;32;7;59
Nordeste;BA;Chorrochó;290770;2728;1043;1685;2104;750;1354;8390;1918;6857;113;16.67;74;11;46;22.33;1124;554;457;1;393;73;0;0
Nordeste;BA;Cícero Dantas;290780;8291;4108;4183;5557;2594;2963;20299;5439;15063;110;10.23;146;12.59;41;12.77;3791;1908;1378;411;605;277;0;2
Nordeste;BA;Cipó;290790;4855;2842;2013;3476;1895;1581;13049;3119;9678;89;44448;109;11.34;31;11.56;937;822;662;184;644;55;0;0
Nordeste;BA;Coaraci;290800;7135;6541;594;3759;3355;404;14419;3692;9327;100;12.35;99;16.34;46;20;252;185;127;0;0;0;0;263
Nordeste;BA;Cocos;290810;5359;2865;2494;3320;1653;1667;13839;3202;9621;117;11.53;91;10.57;46;14.79;1392;580;500;0;1970;47;0;0
Nordeste;BA;Conceição da Feira;290820;4926;3438;1488;3353;2245;1108;13078;3226;9501;178;44248;154;17.66;68;28.94;606;216;150;0;268;104;3;66
Nordeste;BA;Conceição do Almeida;290830;4578;2113;2465;3534;1545;1989;10379;3287;8030;55;8.83;68;10.73;18;44541;1072;408;245;0;0;0;0;1
Nordeste;BA;Conceição do Coité;290840;17869;8850;9019;9714;4484;5230;45982;10221;30521;308;10.88;283;10.96;136;17.48;4282;2916;2416;410;3464;513;20;291
Nordeste;BA;Conceição do Jacuípe;290850;7054;6009;1045;5426;4583;843;16286;4352;11884;125;14.67;86;11.64;46;19.16;385;164;83;0;165;39;2;15
Nordeste;BA;Conde;290860;6216;3595;2621;4555;2520;2035;17434;4428;14350;175;12.16;196;13.55;80;17.66;1276;364;265;0;0;0;0;114
Nordeste;BA;Condeúba;290870;4759;1688;3071;2530;787;1743;12966;2513;7683;47;8.29;42;7.94;16;10.74;2217;1862;1731;145;1453;258;0;188
Nordeste;BA;Contendas do Sincorá;290880;1432;814;618;758;386;372;3477;755;2232;8;44259;6;3.51;4;7.27;276;280;211;0;113;125;0;0
Nordeste;BA;Coração de Maria;290890;9538;3440;6098;8009;2762;5247;18934;6604;14962;158;17.48;157;44456;54;20.45;2081;721;597;0;209;276;6;129
Nordeste;BA;Cordeiros;290900;2507;757;1750;1194;294;900;6394;1145;3344;30;10.56;31;11.74;11;44452;1126;905;824;135;593;173;0;3
Nordeste;BA;Coribe;290910;5293;2430;2863;3458;1527;1931;12371;2866;8042;44;44234;45;7.65;17;9.45;1646;1579;1410;26;1385;295;0;43
Nordeste;BA;Coronel João Sá;290920;5244;2475;2769;4402;2049;2353;12981;3987;11143;107;15.69;83;44513;55;44402;1554;1421;1071;397;442;212;23;0
Nordeste;BA;Correntina;290930;7626;3439;4187;4814;2012;2802;20981;4705;14445;147;12.51;108;10;57;19.38;2648;2021;1676;0;736;0;0;50
Nordeste;BA;Cotegipe;290940;3635;1691;1944;2458;1112;1346;10164;2483;7933;85;12.52;83;44238;32;17.88;1444;505;384;0;524;0;0;2
Nordeste;BA;Cravolândia;290950;1476;919;557;837;480;357;3686;840;2402;27;12.33;16;9.52;12;15.19;195;243;194;0;36;73;0;0
Nordeste;BA;Crisópolis;290960;5846;2276;3570;4396;1551;2845;14550;4075;11343;110;10.95;88;44265;40;14.71;3627;1407;1058;38;510;267;0;0
Nordeste;BA;Cristópolis;290970;3285;764;2521;2085;426;1659;9620;2126;6937;63;9.49;57;9.68;32;16.66;1108;612;477;11;89;0;0;0
Nordeste;BA;Cruz das Almas;290980;12848;8979;3869;6999;4324;2675;29901;6490;16556;122;8.91;175;44328;47;12.84;1255;886;583;64;0;0;0;101
Nordeste;BA;Curaçá;290990;9815;3645;6170;7347;2502;4845;25705;6305;18482;196;44268;181;13.53;80;18.95;3602;3770;2811;1002;1133;720;0;133
Nordeste;BA;Dário Meira;291000;3438;2640;798;2175;1595;580;8672;2213;6644;49;9.55;92;18.36;25;16.44;624;362;249;1;0;0;0;88
Nordeste;BA;Dias d'Ávila;291005;15716;14699;1017;10566;9801;765;38103;9685;26452;244;9.26;253;10.14;97;44269;119;153;106;0;0;0;0;47
Nordeste;BA;Dom Basílio;291010;3116;577;2539;1639;203;1436;9290;1652;5314;18;4.32;21;4.61;8;44352;1833;1745;1572;35;1567;292;0;0
Nordeste;BA;Dom Macedo Costa;291020;1284;620;664;765;356;409;3083;697;1786;13;9.35;7;5.56;4;44448;357;179;129;0;0;0;0;30
Nordeste;BA;Elísio Medrado;291030;2590;767;1823;1139;289;850;6166;1177;3184;18;8.29;13;5.31;8;11.76;922;504;449;1;400;191;3;20
Nordeste;BA;Encruzilhada;291040;5582;3065;2517;3651;2025;1626;14868;3644;11016;122;16.71;114;15.75;30;15.63;1373;1033;713;1;385;81;0;0
Nordeste;BA;Entre Rios;291050;8150;4708;3442;5062;2767;2295;20273;5063;14036;172;15.25;121;12.46;49;19.45;369;474;274;0;0;0;0;0
Nordeste;BA;Érico Cardoso;290050;2095;376;1719;1229;188;1041;6611;1259;4302;20;44202;26;44448;6;6.67;1773;625;517;60;683;82;0;7
Nordeste;BA;Esplanada;291060;6446;4013;2433;4229;2544;1685;18633;4136;13713;233;18.68;224;17.95;88;28.66;1616;770;455;0;0;0;0;2
Nordeste;BA;Euclides da Cunha;291070;16697;6583;10114;11395;4220;7175;43765;10096;30267;455;17.95;243;9.53;230;31.38;4726;3534;3238;618;1983;342;0;2
Nordeste;BA;Eunápolis;291072;25762;23448;2314;8441;7526;915;63553;9679;29011;216;8.45;227;7.85;90;13.76;727;728;500;0;0;0;0;233
Nordeste;BA;Fátima;291075;5583;2184;3399;4253;1543;2710;13461;3615;9604;31;4.33;31;4.69;12;5.36;2045;1784;1377;535;506;99;7;4
Nordeste;BA;Feira da Mata;291077;1703;989;714;937;535;402;4373;957;2768;17;7;13;44352;4;4.93;881;575;492;0;648;222;0;28
Nordeste;BA;Feira de Santana;291080;118097;103891;14206;28280;22890;5390;281553;43702;130510;981;12.32;1027;13.82;285;44423;5693;3762;2307;6;3464;264;0;516
Nordeste;BA;Filadélfia;291085;5732;2939;2793;4013;1971;2042;14201;3698;10412;155;15.88;183;18.81;70;25.64;1376;2352;2216;77;859;276;0;42
Nordeste;BA;Firmino Alves;291090;2132;1993;139;1322;1221;101;3906;1006;2290;15;44235;16;12.21;7;15.22;151;31;14;0;0;0;0;39
Nordeste;BA;Floresta Azul;291100;3288;2812;476;1763;1465;298;7038;1659;4438;48;12.94;47;14.87;18;18.95;303;243;169;0;0;0;0;129
Nordeste;BA;Formosa do Rio Preto;291110;6255;3837;2418;4172;2476;1696;18072;3877;12387;80;6.64;101;7.76;32;44265;919;799;678;3;0;0;0;0
Nordeste;BA;Gandu;291120;7893;6641;1252;5153;4184;969;18786;4731;12980;124;10.18;109;9.61;51;15.18;988;406;260;1;0;0;0;0
Nordeste;BA;Gavião;291125;2314;1526;788;1425;928;497;3995;1125;2434;29;14.57;29;44243;7;44389;496;557;459;59;149;82;0;40
Nordeste;BA;Gentio do Ouro;291130;3359;1111;2248;1882;570;1312;9388;1804;5694;78;15.54;93;21.78;33;44312;796;973;935;189;1158;13;9;0
Nordeste;BA;Glória;291140;4968;901;4067;2166;352;1814;13088;2438;7373;81;9.74;77;11.54;33;16.17;1296;1512;1357;34;78;209;16;18
